id_clima,parcela_id,temperatura_ambiente,humedad_relativa,precipitacion_mm,radiacion_solar,velocidad_viento,timestamp
64,4,23.6,58.1,0.0,12.5,5.8,2025-10-07 08:00:00
65,5,23.9,54.5,0.0,12.5,5.8,2025-10-07 08:00:00
66,6,23.5,58.3,0.0,12.5,5.8,2025-10-07 08:00:00
67,7,23.9,52.2,0.0,12.5,5.8,2025-10-07 08:00:00
68,8,23.9,60.3,0.0,12.5,5.8,2025-10-07 08:00:00
69,9,23.9,58.2,0.0,12.5,5.8,2025-10-07 08:00:00
70,10,23.8,58.7,0.0,12.5,5.8,2025-10-07 08:00:00
71,1,23.8,54.8,0.0,16.6,4.3,2025-10-08 08:00:00
72,2,24.7,54.4,0.0,16.6,4.3,2025-10-08 08:00:00
73,3,24.5,51.6,0.0,16.6,4.3,2025-10-08 08:00:00
74,4,23.8,54.1,0.0,16.6,4.3,2025-10-08 08:00:00
75,5,24.0,52.9,0.0,16.6,4.3,2025-10-08 08:00:00
76,6,23.8,55.8,0.0,16.6,4.3,2025-10-08 08:00:00
77,7,24.0,52.1,0.0,16.6,4.3,2025-10-08 08:00:00
78,8,23.3,53.7,0.0,16.6,4.3,2025-10-08 08:00:00
79,9,22.7,55.8,0.0,16.6,4.3,2025-10-08 08:00:00
80,10,23.1,62.7,0.0,16.6,4.3,2025-10-08 08:00:00
81,1,29.6,51.5,0.0,18.6,0.9,2025-10-09 08:00:00
82,2,29.0,51.4,0.0,18.6,0.9,2025-10-09 08:00:00
83,3,27.3,54.3,0.0,18.6,0.9,2025-10-09 08:00:00
84,4,28.8,56.7,0.0,18.6,0.9,2025-10-09 08:00:00
85,5,28.3,47.4,0.0,18.6,0.9,2025-10-09 08:00:00
86,6,28.2,52.9,0.0,18.6,0.9,2025-10-09 08:00:00
87,7,27.1,54.4,0.0,18.6,0.9,2025-10-09 08:00:00
88,8,27.3,55.3,0.0,18.6,0.9,2025-10-09 08:00:00
89,9,28.1,55.6,0.0,18.6,0.9,2025-10-09 08:00:00
90,10,28.0,60.2,0.0,18.6,0.9,2025-10-09 08:00:00
91,1,30.3,52.7,0.0,16.2,2.1,2025-10-10 08:00:00
92,2,29.9,56.6,0.0,16.2,2.1,2025-10-10 08:00:00
93,3,29.7,54.3,0.0,16.2,2.1,2025-10-10 08:00:00
94,4,30.9,55.7,0.0,16.2,2.1,2025-10-10 08:00:00
95,5,29.8,51.4,0.0,16.2,2.1,2025-10-10 08:00:00
96,6,29.2,55.7,0.0,16.2,2.1,2025-10-10 08:00:00
97,7,30.0,57.3,0.0,16.2,2.1,2025-10-10 08:00:00
98,8,29.4,54.6,0.0,16.2,2.1,2025-10-10 08:00:00
99,9,29.6,49.7,0.0,16.2,2.1,2025-10-10 08:00:00
100,10,28.7,55.9,0.0,16.2,2.1,2025-10-10 08:00:00
101,1,27.1,57.1,0.0,11.9,7.7,2025-10-11 08:00:00
102,2,26.7,53.4,0.0,11.9,7.7,2025-10-11 08:00:00
103,3,28.6,60.3,0.0,11.9,7.7,2025-10-11 08:00:00
104,4,25.8,55.3,0.0,11.9,7.7,2025-10-11 08:00:00
105,5,25.5,55.6,0.0,11.9,7.7,2025-10-11 08:00:00
106,6,26.6,53.5,0.0,11.9,7.7,2025-10-11 08:00:00
107,7,28.1,51.4,0.0,11.9,7.7,2025-10-11 08:00:00
108,8,28.0,54.7,0.0,11.9,7.7,2025-10-11 08:00:00
109,9,28.0,55.1,0.0,11.9,7.7,2025-10-11 08:00:00
110,10,25.9,57.2,0.0,11.9,7.7,2025-10-11 08:00:00
111,1,28.1,54.2,0.0,15.6,3.5,2025-10-12 08:00:00
112,2,26.4,51.8,0.0,15.6,3.5,2025-10-12 08:00:00
113,3,28.2,53.0,0.0,15.6,3.5,2025-10-12 08:00:00
114,4,27.6,55.4,0.0,15.6,3.5,2025-10-12 08:00:00
115,5,28.3,55.2,0.0,15.6,3.5,2025-10-12 08:00:00
116,6,27.7,60.7,0.0,15.6,3.5,2025-10-12 08:00:00
117,7,27.0,48.5,0.0,15.6,3.5,2025-10-12 08:00:00
118,8,27.9,57.9,0.0,15.6,3.5,2025-10-12 08:00:00
119,9,27.0,57.9,0.0,15.6,3.5,2025-10-12 08:00:00
120,10,26.3,58.9,0.0,15.6,3.5,2025-10-12 08:00:00
121,1,20.6,61.2,4.2,20.8,1.4,2025-10-13 08:00:00
122,2,21.5,60.4,4.2,20.8,1.4,2025-10-13 08:00:00
123,3,21.5,55.9,4.2,20.8,1.4,2025-10-13 08:00:00
124,4,22.0,67.2,4.2,20.8,1.4,2025-10-13 08:00:00
125,5,20.8,63.2,4.2,20.8,1.4,2025-10-13 08:00:00
126,6,21.9,62.0,4.2,20.8,1.4,2025-10-13 08:00:00
127,7,21.3,61.2,4.2,20.8,1.4,2025-10-13 08:00:00
128,8,20.6,62.6,4.2,20.8,1.4,2025-10-13 08:00:00
129,9,20.9,55.6,4.2,20.8,1.4,2025-10-13 08:00:00
130,10,21.6,57.6,4.2,20.8,1.4,2025-10-13 08:00:00
131,1,36.4,57.7,0.0,19.3,8.6,2025-10-14 08:00:00
132,2,37.8,53.0,0.0,19.3,8.6,2025-10-14 08:00:00
133,3,37.2,54.1,0.0,19.3,8.6,2025-10-14 08:00:00
134,4,36.7,61.3,0.0,19.3,8.6,2025-10-14 08:00:00
135,5,36.3,50.8,0.0,19.3,8.6,2025-10-14 08:00:00
136,6,37.8,52.8,0.0,19.3,8.6,2025-10-14 08:00:00
137,7,36.7,54.5,0.0,19.3,8.6,2025-10-14 08:00:00
138,8,37.3,59.2,0.0,19.3,8.6,2025-10-14 08:00:00
139,9,37.0,56.8,0.0,19.3,8.6,2025-10-14 08:00:00
140,10,37.0,56.0,0.0,19.3,8.6,2025-10-14 08:00:00
141,1,32.2,54.1,0.0,21.5,9.2,2025-10-15 08:00:00
142,2,31.8,53.1,0.0,21.5,9.2,2025-10-15 08:00:00
143,3,32.4,55.3,0.0,21.5,9.2,2025-10-15 08:00:00
144,4,32.2,57.7,0.0,21.5,9.2,2025-10-15 08:00:00
145,5,31.5,53.0,0.0,21.5,9.2,2025-10-15 08:00:00
146,6,31.7,53.2,0.0,21.5,9.2,2025-10-15 08:00:00
147,7,32.1,61.0,0.0,21.5,9.2,2025-10-15 08:00:00
148,8,31.0,56.3,0.0,21.5,9.2,2025-10-15 08:00:00
149,9,32.4,56.5,0.0,21.5,9.2,2025-10-15 08:00:00
150,10,32.4,57.1,0.0,21.5,9.2,2025-10-15 08:00:00
151,1,31.3,54.5,0.0,13.7,1.5,2025-10-16 08:00:00
152,2,30.4,60.1,0.0,13.7,1.5,2025-10-16 08:00:00
153,3,32.1,58.7,0.0,13.7,1.5,2025-10-16 08:00:00
154,4,30.6,50.1,0.0,13.7,1.5,2025-10-16 08:00:00
155,5,32.2,58.9,0.0,13.7,1.5,2025-10-16 08:00:00
156,6,32.0,57.0,0.0,13.7,1.5,2025-10-16 08:00:00
157,7,31.6,51.9,0.0,13.7,1.5,2025-10-16 08:00:00
158,8,30.3,53.5,0.0,13.7,1.5,2025-10-16 08:00:00
159,9,30.4,58.0,0.0,13.7,1.5,2025-10-16 08:00:00
160,10,30.0,56.1,0.0,13.7,1.5,2025-10-16 08:00:00
161,1,23.8,57.1,0.5,19.5,1.1,2025-10-17 08:00:00
162,2,23.0,54.7,0.5,19.5,1.1,2025-10-17 08:00:00
163,3,22.8,58.3,0.5,19.5,1.1,2025-10-17 08:00:00
164,4,23.1,54.9,0.5,19.5,1.1,2025-10-17 08:00:00
165,5,23.6,53.9,0.5,19.5,1.1,2025-10-17 08:00:00
166,6,23.7,59.0,0.5,19.5,1.1,2025-10-17 08:00:00
167,7,23.6,52.1,0.5,19.5,1.1,2025-10-17 08:00:00
168,8,23.4,59.1,0.5,19.5,1.1,2025-10-17 08:00:00
169,9,24.5,57.4,0.5,19.5,1.1,2025-10-17 08:00:00
170,10,23.5,54.3,0.5,19.5,1.1,2025-10-17 08:00:00
171,1,29.6,56.2,0.0,15.0,6.8,2025-10-18 08:00:00
172,2,26.8,56.9,0.0,15.0,6.8,2025-10-18 08:00:00
173,3,29.8,56.7,0.0,15.0,6.8,2025-10-18 08:00:00
174,4,27.6,56.2,0.0,15.0,6.8,2025-10-18 08:00:00
175,5,28.0,55.8,0.0,15.0,6.8,2025-10-18 08:00:00
176,6,28.9,57.6,0.0,15.0,6.8,2025-10-18 08:00:00
177,7,27.8,56.7,0.0,15.0,6.8,2025-10-18 08:00:00
178,8,28.0,60.2,0.0,15.0,6.8,2025-10-18 08:00:00
179,9,28.5,57.9,0.0,15.0,6.8,2025-10-18 08:00:00
180,10,27.6,55.7,0.0,15.0,6.8,2025-10-18 08:00:00
181,1,27.4,53.0,0.0,18.5,2.7,2025-10-19 08:00:00
182,2,27.8,57.7,0.0,18.5,2.7,2025-10-19 08:00:00
183,3,27.4,55.0,0.0,18.5,2.7,2025-10-19 08:00:00
184,4,28.2,53.7,0.0,18.5,2.7,2025-10-19 08:00:00
185,5,27.0,58.4,0.0,18.5,2.7,2025-10-19 08:00:00
186,6,27.0,55.9,0.0,18.5,2.7,2025-10-19 08:00:00
187,7,26.5,50.3,0.0,18.5,2.7,2025-10-19 08:00:00
188,8,26.9,54.3,0.0,18.5,2.7,2025-10-19 08:00:00
189,9,27.1,54.7,0.0,18.5,2.7,2025-10-19 08:00:00
190,10,26.8,57.0,0.0,18.5,2.7,2025-10-19 08:00:00
191,1,25.3,49.4,0.0,16.6,1.2,2025-10-20 08:00:00
192,2,24.2,56.8,0.0,16.6,1.2,2025-10-20 08:00:00
193,3,23.7,53.3,0.0,16.6,1.2,2025-10-20 08:00:00
194,4,25.8,55.6,0.0,16.6,1.2,2025-10-20 08:00:00
195,5,25.4,49.1,0.0,16.6,1.2,2025-10-20 08:00:00
196,6,25.3,52.8,0.0,16.6,1.2,2025-10-20 08:00:00
197,7,25.7,53.5,0.0,16.6,1.2,2025-10-20 08:00:00
198,8,24.8,57.9,0.0,16.6,1.2,2025-10-20 08:00:00
199,9,24.1,46.3,0.0,16.6,1.2,2025-10-20 08:00:00
200,10,24.5,54.7,0.0,16.6,1.2,2025-10-20 08:00:00
201,1,21.9,63.7,4.0,19.2,2.3,2025-10-21 08:00:00
202,2,21.4,64.8,4.0,19.2,2.3,2025-10-21 08:00:00
203,3,20.8,58.8,4.0,19.2,2.3,2025-10-21 08:00:00
204,4,20.3,66.7,4.0,19.2,2.3,2025-10-21 08:00:00
205,5,20.6,61.7,4.0,19.2,2.3,2025-10-21 08:00:00
206,6,20.5,64.5,4.0,19.2,2.3,2025-10-21 08:00:00
207,7,21.3,61.2,4.0,19.2,2.3,2025-10-21 08:00:00
208,8,22.2,62.0,4.0,19.2,2.3,2025-10-21 08:00:00
209,9,21.5,66.3,4.0,19.2,2.3,2025-10-21 08:00:00
210,10,20.0,61.8,4.0,19.2,2.3,2025-10-21 08:00:00
211,1,32.9,54.5,0.0,17.6,6.0,2025-10-22 08:00:00
212,2,32.2,55.1,0.0,17.6,6.0,2025-10-22 08:00:00
213,3,31.8,59.5,0.0,17.6,6.0,2025-10-22 08:00:00
214,4,33.3,52.6,0.0,17.6,6.0,2025-10-22 08:00:00
215,5,32.6,57.7,0.0,17.6,6.0,2025-10-22 08:00:00
216,6,32.2,59.6,0.0,17.6,6.0,2025-10-22 08:00:00
217,7,32.0,60.2,0.0,17.6,6.0,2025-10-22 08:00:00
218,8,32.8,53.4,0.0,17.6,6.0,2025-10-22 08:00:00
219,9,33.6,55.2,0.0,17.6,6.0,2025-10-22 08:00:00
220,10,31.1,54.0,0.0,17.6,6.0,2025-10-22 08:00:00
221,1,27.3,56.5,0.0,16.8,6.4,2025-10-23 08:00:00
222,2,28.6,53.3,0.0,16.8,6.4,2025-10-23 08:00:00
223,3,27.3,54.5,0.0,16.8,6.4,2025-10-23 08:00:00
224,4,25.8,54.9,0.0,16.8,6.4,2025-10-23 08:00:00
225,5,27.1,58.9,0.0,16.8,6.4,2025-10-23 08:00:00
226,6,26.7,52.2,0.0,16.8,6.4,2025-10-23 08:00:00
227,7,26.7,61.1,0.0,16.8,6.4,2025-10-23 08:00:00
228,8,27.1,58.6,0.0,16.8,6.4,2025-10-23 08:00:00
229,9,27.9,56.3,0.0,16.8,6.4,2025-10-23 08:00:00
230,10,27.0,56.2,0.0,16.8,6.4,2025-10-23 08:00:00
231,1,29.1,53.7,0.0,14.9,7.0,2025-10-24 08:00:00
232,2,28.5,60.4,0.0,14.9,7.0,2025-10-24 08:00:00
233,3,28.5,55.6,0.0,14.9,7.0,2025-10-24 08:00:00
234,4,28.4,58.1,0.0,14.9,7.0,2025-10-24 08:00:00
235,5,28.5,60.0,0.0,14.9,7.0,2025-10-24 08:00:00
236,6,28.4,51.9,0.0,14.9,7.0,2025-10-24 08:00:00
237,7,28.4,55.9,0.0,14.9,7.0,2025-10-24 08:00:00
238,8,29.1,54.1,0.0,14.9,7.0,2025-10-24 08:00:00
239,9,27.8,55.3,0.0,14.9,7.0,2025-10-24 08:00:00
240,10,29.6,55.0,0.0,14.9,7.0,2025-10-24 08:00:00
241,1,21.7,58.5,0.0,21.3,2.6,2025-10-25 08:00:00
242,2,20.2,59.8,0.0,21.3,2.6,2025-10-25 08:00:00
243,3,21.1,53.6,0.0,21.3,2.6,2025-10-25 08:00:00
244,4,22.3,57.9,0.0,21.3,2.6,2025-10-25 08:00:00
245,5,21.8,52.6,0.0,21.3,2.6,2025-10-25 08:00:00
246,6,20.2,56.8,0.0,21.3,2.6,2025-10-25 08:00:00
247,7,20.0,54.2,0.0,21.3,2.6,2025-10-25 08:00:00
248,8,20.7,56.1,0.0,21.3,2.6,2025-10-25 08:00:00
249,9,20.8,54.7,0.0,21.3,2.6,2025-10-25 08:00:00
250,10,20.4,56.0,0.0,21.3,2.6,2025-10-25 08:00:00
251,1,24.8,52.7,0.0,19.4,2.6,2025-10-26 08:00:00
252,2,25.3,54.7,0.0,19.4,2.6,2025-10-26 08:00:00
253,3,26.4,54.4,0.0,19.4,2.6,2025-10-26 08:00:00
254,4,26.3,51.8,0.0,19.4,2.6,2025-10-26 08:00:00
255,5,26.4,52.2,0.0,19.4,2.6,2025-10-26 08:00:00
256,6,26.1,53.8,0.0,19.4,2.6,2025-10-26 08:00:00
257,7,25.3,53.9,0.0,19.4,2.6,2025-10-26 08:00:00
258,8,25.6,56.3,0.0,19.4,2.6,2025-10-26 08:00:00
259,9,26.3,54.4,0.0,19.4,2.6,2025-10-26 08:00:00
260,10,25.6,53.1,0.0,19.4,2.6,2025-10-26 08:00:00
261,1,17.8,56.2,0.0,21.3,5.5,2025-10-27 08:00:00
262,2,20.3,54.2,0.0,21.3,5.5,2025-10-27 08:00:00
263,3,20.1,60.4,0.0,21.3,5.5,2025-10-27 08:00:00
264,4,18.0,47.8,0.0,21.3,5.5,2025-10-27 08:00:00
265,5,19.0,54.2,0.0,21.3,5.5,2025-10-27 08:00:00
266,6,20.3,60.6,0.0,21.3,5.5,2025-10-27 08:00:00
267,7,20.6,53.2,0.0,21.3,5.5,2025-10-27 08:00:00
268,8,21.0,54.7,0.0,21.3,5.5,2025-10-27 08:00:00
269,9,19.0,48.9,0.0,21.3,5.5,2025-10-27 08:00:00
270,10,20.4,56.5,0.0,21.3,5.5,2025-10-27 08:00:00
271,1,22.8,96.2,30.0,14.0,1.5,2025-10-28 08:00:00
272,2,23.1,98.0,30.0,14.0,1.5,2025-10-28 08:00:00
273,3,24.0,98.0,30.0,14.0,1.5,2025-10-28 08:00:00
274,4,22.1,96.8,30.0,14.0,1.5,2025-10-28 08:00:00
275,5,21.5,95.4,30.0,14.0,1.5,2025-10-28 08:00:00
276,6,21.3,95.4,30.0,14.0,1.5,2025-10-28 08:00:00
277,7,21.7,96.0,30.0,14.0,1.5,2025-10-28 08:00:00
278,8,20.8,93.9,30.0,14.0,1.5,2025-10-28 08:00:00
279,9,22.6,93.3,30.0,14.0,1.5,2025-10-28 08:00:00
280,10,22.5,96.4,30.0,14.0,1.5,2025-10-28 08:00:00
281,1,22.2,56.1,0.0,20.1,9.2,2025-10-29 08:00:00
282,2,22.6,53.6,0.0,20.1,9.2,2025-10-29 08:00:00
283,3,21.8,59.4,0.0,20.1,9.2,2025-10-29 08:00:00
284,4,22.7,52.8,0.0,20.1,9.2,2025-10-29 08:00:00
285,5,24.1,56.2,0.0,20.1,9.2,2025-10-29 08:00:00
286,6,23.7,50.9,0.0,20.1,9.2,2025-10-29 08:00:00
287,7,23.2,59.3,0.0,20.1,9.2,2025-10-29 08:00:00
288,8,22.5,57.6,0.0,20.1,9.2,2025-10-29 08:00:00
289,9,22.3,54.0,0.0,20.1,9.2,2025-10-29 08:00:00
290,10,22.5,59.0,0.0,20.1,9.2,2025-10-29 08:00:00
291,1,31.4,55.2,0.0,14.9,4.2,2025-10-30 08:00:00
292,2,32.7,56.3,0.0,14.9,4.2,2025-10-30 08:00:00
293,3,32.9,56.9,0.0,14.9,4.2,2025-10-30 08:00:00
294,4,32.0,52.6,0.0,14.9,4.2,2025-10-30 08:00:00
295,5,32.5,52.1,0.0,14.9,4.2,2025-10-30 08:00:00
296,6,31.7,55.7,0.0,14.9,4.2,2025-10-30 08:00:00
297,7,31.7,59.2,0.0,14.9,4.2,2025-10-30 08:00:00
298,8,32.6,56.6,0.0,14.9,4.2,2025-10-30 08:00:00
299,9,31.2,55.1,0.0,14.9,4.2,2025-10-30 08:00:00
300,10,31.6,53.8,0.0,14.9,4.2,2025-10-30 08:00:00
301,1,30.3,55.1,0.0,17.4,8.5,2025-10-31 08:00:00
302,2,27.5,50.5,0.0,17.4,8.5,2025-10-31 08:00:00
303,3,28.6,48.9,0.0,17.4,8.5,2025-10-31 08:00:00
304,4,29.4,53.9,0.0,17.4,8.5,2025-10-31 08:00:00
305,5,29.3,55.2,0.0,17.4,8.5,2025-10-31 08:00:00
306,6,29.0,55.9,0.0,17.4,8.5,2025-10-31 08:00:00
307,7,28.4,52.5,0.0,17.4,8.5,2025-10-31 08:00:00
308,8,27.9,54.1,0.0,17.4,8.5,2025-10-31 08:00:00
309,9,29.6,55.6,0.0,17.4,8.5,2025-10-31 08:00:00
310,10,29.5,50.9,0.0,17.4,8.5,2025-10-31 08:00:00
311,1,28.4,60.0,0.0,14.9,1.5,2025-11-01 08:00:00
312,2,27.8,55.0,0.0,14.9,1.5,2025-11-01 08:00:00
313,3,28.4,57.4,0.0,14.9,1.5,2025-11-01 08:00:00
314,4,26.6,58.4,0.0,14.9,1.5,2025-11-01 08:00:00
315,5,27.6,54.6,0.0,14.9,1.5,2025-11-01 08:00:00
316,6,28.0,52.5,0.0,14.9,1.5,2025-11-01 08:00:00
317,7,27.2,55.2,0.0,14.9,1.5,2025-11-01 08:00:00
318,8,27.4,51.3,0.0,14.9,1.5,2025-11-01 08:00:00
319,9,28.3,48.8,0.0,14.9,1.5,2025-11-01 08:00:00
320,10,28.2,54.0,0.0,14.9,1.5,2025-11-01 08:00:00
321,1,30.6,49.8,0.0,16.1,8.5,2025-11-02 08:00:00
322,2,28.9,51.2,0.0,16.1,8.5,2025-11-02 08:00:00
323,3,29.1,51.9,0.0,16.1,8.5,2025-11-02 08:00:00
324,4,28.5,56.8,0.0,16.1,8.5,2025-11-02 08:00:00
325,5,29.5,53.1,0.0,16.1,8.5,2025-11-02 08:00:00
326,6,28.1,55.0,0.0,16.1,8.5,2025-11-02 08:00:00
327,7,29.9,59.7,0.0,16.1,8.5,2025-11-02 08:00:00
328,8,27.8,56.3,0.0,16.1,8.5,2025-11-02 08:00:00
329,9,28.7,52.7,0.0,16.1,8.5,2025-11-02 08:00:00
330,10,30.5,52.8,0.0,16.1,8.5,2025-11-02 08:00:00
331,1,21.9,56.3,0.0,17.3,7.7,2025-11-03 08:00:00
332,2,22.2,52.5,0.0,17.3,7.7,2025-11-03 08:00:00
333,3,20.7,57.0,0.0,17.3,7.7,2025-11-03 08:00:00
334,4,21.3,57.3,0.0,17.3,7.7,2025-11-03 08:00:00
335,5,20.6,55.6,0.0,17.3,7.7,2025-11-03 08:00:00
336,6,21.6,49.8,0.0,17.3,7.7,2025-11-03 08:00:00
337,7,20.8,54.0,0.0,17.3,7.7,2025-11-03 08:00:00
338,8,21.0,54.9,0.0,17.3,7.7,2025-11-03 08:00:00
339,9,21.8,62.7,0.0,17.3,7.7,2025-11-03 08:00:00
340,10,21.3,55.3,0.0,17.3,7.7,2025-11-03 08:00:00
341,1,27.0,53.0,0.0,18.9,3.5,2025-11-04 08:00:00
342,2,25.4,57.4,0.0,18.9,3.5,2025-11-04 08:00:00
343,3,26.4,53.6,0.0,18.9,3.5,2025-11-04 08:00:00
344,4,26.6,53.2,0.0,18.9,3.5,2025-11-04 08:00:00
345,5,25.4,57.9,0.0,18.9,3.5,2025-11-04 08:00:00
346,6,26.7,55.9,0.0,18.9,3.5,2025-11-04 08:00:00
347,7,26.0,58.7,0.0,18.9,3.5,2025-11-04 08:00:00
348,8,26.9,58.9,0.0,18.9,3.5,2025-11-04 08:00:00
349,9,27.4,56.9,0.0,18.9,3.5,2025-11-04 08:00:00
350,10,28.1,55.7,0.0,18.9,3.5,2025-11-04 08:00:00
351,1,31.0,52.8,0.0,12.8,7.5,2025-11-05 08:00:00
352,2,29.9,54.7,0.0,12.8,7.5,2025-11-05 08:00:00
353,3,28.1,54.5,0.0,12.8,7.5,2025-11-05 08:00:00
354,4,29.5,57.6,0.0,12.8,7.5,2025-11-05 08:00:00
355,5,29.6,59.7,0.0,12.8,7.5,2025-11-05 08:00:00
356,6,30.1,50.6,0.0,12.8,7.5,2025-11-05 08:00:00
357,7,30.4,53.5,0.0,12.8,7.5,2025-11-05 08:00:00
358,8,31.5,56.6,0.0,12.8,7.5,2025-11-05 08:00:00
359,9,31.6,55.3,0.0,12.8,7.5,2025-11-05 08:00:00
360,10,29.1,48.4,0.0,12.8,7.5,2025-11-05 08:00:00
361,1,16.2,54.8,0.0,13.5,4.2,2025-11-06 08:00:00
362,2,15.6,54.4,0.0,13.5,4.2,2025-11-06 08:00:00
363,3,16.8,51.2,0.0,13.5,4.2,2025-11-06 08:00:00
364,4,15.1,55.5,0.0,13.5,4.2,2025-11-06 08:00:00
365,5,15.3,55.8,0.0,13.5,4.2,2025-11-06 08:00:00
366,6,16.4,57.0,0.0,13.5,4.2,2025-11-06 08:00:00
367,7,16.4,52.3,0.0,13.5,4.2,2025-11-06 08:00:00
368,8,16.3,52.8,0.0,13.5,4.2,2025-11-06 08:00:00
369,9,16.3,50.8,0.0,13.5,4.2,2025-11-06 08:00:00
370,10,16.4,61.3,0.0,13.5,4.2,2025-11-06 08:00:00
371,1,23.3,51.7,0.0,13.4,8.8,2025-11-07 08:00:00
372,2,24.1,56.3,0.0,13.4,8.8,2025-11-07 08:00:00
373,3,22.9,55.1,0.0,13.4,8.8,2025-11-07 08:00:00
374,4,23.5,58.7,0.0,13.4,8.8,2025-11-07 08:00:00
375,5,24.4,56.2,0.0,13.4,8.8,2025-11-07 08:00:00
